购物水果[SEP]黑龙江省绥化市[SEP]最近有点上火，想吃点水果	橙子功效
本地生活景点圆明园[SEP]湖北省黄石市[SEP]我今天去圆明园游览了，里面真大呀[SEP]圆明园面积[SEP]哇这么大呀，我根本都没有转完。不过里面很多东西都是被毁坏的样子[SEP]圆明园被破坏的原因[SEP]对呀，真的太可恶了，当然也跟我们当时清政府的无能有很大的关系	不检索
本地生活景点圆明园[SEP]湖北省黄石市[SEP]我今天去圆明园游览了，里面真大呀[SEP]圆明园面积[SEP]哇这么大呀，我根本都没有转完。不过里面很多东西都是被毁坏的样子[SEP]圆明园被破坏的原因[SEP]对呀，真的太可恶了，当然也跟我们当时清政府的无能有很大的关系[SEP]不检索[SEP]是的，我真为现在祖国的强大感到自豪	不检索
本地生活景点圆明园[SEP]湖北省黄石市[SEP]我今天去圆明园游览了，里面真大呀[SEP]圆明园面积[SEP]哇这么大呀，我根本都没有转完。不过里面很多东西都是被毁坏的样子[SEP]圆明园被破坏的原因[SEP]对呀，真的太可恶了，当然也跟我们当时清政府的无能有很大的关系[SEP]不检索[SEP]是的，我真为现在祖国的强大感到自豪[SEP]不检索[SEP]转完圆明园，我正在思考下一个景点去哪？	北京景点推荐
泛娱乐电影[SEP]甘肃省金昌市[SEP]今天我想去电影院看电影	最近上映的电影
泛娱乐电影[SEP]甘肃省金昌市[SEP]今天我想去电影院看电影[SEP]最近上映的电影[SEP]可我最近更想看国外的电影诶	最近上映的国外电影
泛娱乐电影[SEP]甘肃省金昌市[SEP]今天我想去电影院看电影[SEP]最近上映的电影[SEP]可我最近更想看国外的电影诶[SEP]最近上映的国外电影[SEP]哇塞，我想看《狮子王》很久了	不检索
泛娱乐电影[SEP]甘肃省金昌市[SEP]今天我想去电影院看电影[SEP]最近上映的电影[SEP]可我最近更想看国外的电影诶[SEP]最近上映的国外电影[SEP]哇塞，我想看《狮子王》很久了[SEP]不检索[SEP]那我们下班后一起去看吧	不检索
泛娱乐电影[SEP]甘肃省金昌市[SEP]今天我想去电影院看电影[SEP]最近上映的电影[SEP]可我最近更想看国外的电影诶[SEP]最近上映的国外电影[SEP]哇塞，我想看《狮子王》很久了[SEP]不检索[SEP]那我们下班后一起去看吧[SEP]不检索[SEP]你有需要买的东西吗？	不检索
生活做菜[SEP]海南省海口市[SEP]我想做油爆大虾，你知道怎么做吗？	油爆大虾怎么做
生活做菜[SEP]海南省海口市[SEP]我想做油爆大虾，你知道怎么做吗？[SEP]油爆大虾怎么做[SEP]听起来好像还挺简单的，你喜欢做菜吗？	不检索
生活做菜[SEP]海南省海口市[SEP]我想做油爆大虾，你知道怎么做吗？[SEP]油爆大虾怎么做[SEP]听起来好像还挺简单的，你喜欢做菜吗？[SEP]不检索[SEP]那什么家常菜好吃呢？	好吃的家常菜
生活做菜[SEP]海南省海口市[SEP]我想做油爆大虾，你知道怎么做吗？[SEP]油爆大虾怎么做[SEP]听起来好像还挺简单的，你喜欢做菜吗？[SEP]不检索[SEP]那什么家常菜好吃呢？[SEP]好吃的家常菜[SEP]听起来还不错，你会做吗？下次做给我吃	不检索
生活做菜[SEP]海南省海口市[SEP]我想做油爆大虾，你知道怎么做吗？[SEP]油爆大虾怎么做[SEP]听起来好像还挺简单的，你喜欢做菜吗？[SEP]不检索[SEP]那什么家常菜好吃呢？[SEP]好吃的家常菜[SEP]听起来还不错，你会做吗？下次做给我吃[SEP]不检索[SEP]那就别下次了，我待会儿就去找你	不检索
生活散步[SEP]陕西省商洛市[SEP]晚上去散步吗？	散步的好处
生活散步[SEP]陕西省商洛市[SEP]晚上去散步吗？[SEP]散步的好处[SEP]是呀，今天天气也很好～	散步需要注意的地方
生活散步[SEP]陕西省商洛市[SEP]晚上去散步吗？[SEP]散步的好处[SEP]是呀，今天天气也很好～[SEP]散步需要注意的地方[SEP]好	不检索
生活散步[SEP]陕西省商洛市[SEP]晚上去散步吗？[SEP]散步的好处[SEP]是呀，今天天气也很好～[SEP]散步需要注意的地方[SEP]好[SEP]不检索[SEP]我也是呀哈哈～出去顺便买点花回来	不检索
生活散步[SEP]陕西省商洛市[SEP]晚上去散步吗？[SEP]散步的好处[SEP]是呀，今天天气也很好～[SEP]散步需要注意的地方[SEP]好[SEP]不检索[SEP]我也是呀哈哈～出去顺便买点花回来[SEP]不检索[SEP]嘿嘿，是在那家水果店旁边买的	不检索
泛娱乐音乐[SEP]香港特别行政区九龙城区[SEP]五月天的歌好好听啊！	不检索
泛娱乐音乐[SEP]香港特别行政区九龙城区[SEP]五月天的歌好好听啊！[SEP]不检索[SEP]《温柔》、《你不是真正的快乐》，你听过吗？	五月天作品
泛娱乐音乐[SEP]香港特别行政区九龙城区[SEP]五月天的歌好好听啊！[SEP]不检索[SEP]《温柔》、《你不是真正的快乐》，你听过吗？[SEP]五月天作品[SEP]唉，不知道今年五月天还会不会开演唱会了。	五月天2022年演唱会时间
泛娱乐音乐[SEP]香港特别行政区九龙城区[SEP]五月天的歌好好听啊！[SEP]不检索[SEP]《温柔》、《你不是真正的快乐》，你听过吗？[SEP]五月天作品[SEP]唉，不知道今年五月天还会不会开演唱会了。[SEP]五月天2022年演唱会时间[SEP]我真的很想去现场听他们唱歌，唉，可惜没什么机会。	不检索
泛娱乐音乐[SEP]香港特别行政区九龙城区[SEP]五月天的歌好好听啊！[SEP]不检索[SEP]《温柔》、《你不是真正的快乐》，你听过吗？[SEP]五月天作品[SEP]唉，不知道今年五月天还会不会开演唱会了。[SEP]五月天2022年演唱会时间[SEP]我真的很想去现场听他们唱歌，唉，可惜没什么机会。[SEP]不检索[SEP]好吧，那只有在电脑上听了。	不检索
学习工作考试四六级[SEP]贵州省黔东南苗族侗族自治州[SEP]马上要六级考试了，很慌	不检索
学习工作考试四六级[SEP]贵州省黔东南苗族侗族自治州[SEP]马上要六级考试了，很慌[SEP]不检索[SEP]太忙了，没怎么复习，上次没考过，就是听力不行，怎么能快速提分呢？	六级考试经验
学习工作考试四六级[SEP]贵州省黔东南苗族侗族自治州[SEP]马上要六级考试了，很慌[SEP]不检索[SEP]太忙了，没怎么复习，上次没考过，就是听力不行，怎么能快速提分呢？[SEP]六级考试经验[SEP]单词现在倒是每天都在背，但是过段时间就忘	六级词汇书
学习工作考试四六级[SEP]贵州省黔东南苗族侗族自治州[SEP]马上要六级考试了，很慌[SEP]不检索[SEP]太忙了，没怎么复习，上次没考过，就是听力不行，怎么能快速提分呢？[SEP]六级考试经验[SEP]单词现在倒是每天都在背，但是过段时间就忘[SEP]六级词汇书[SEP]可以呀，那我再冲刺一波，争取这次通过	不检索
学习工作考试四六级[SEP]贵州省黔东南苗族侗族自治州[SEP]马上要六级考试了，很慌[SEP]不检索[SEP]太忙了，没怎么复习，上次没考过，就是听力不行，怎么能快速提分呢？[SEP]六级考试经验[SEP]单词现在倒是每天都在背，但是过段时间就忘[SEP]六级词汇书[SEP]可以呀，那我再冲刺一波，争取这次通过[SEP]不检索[SEP]好的，谢谢你呀，你懂的可真不少	不检索
本地生活景点[SEP]吉林省白城市[SEP]在家闷了好久，想出去走走呢	白城市的公园
本地生活景点[SEP]吉林省白城市[SEP]在家闷了好久，想出去走走呢[SEP]白城市的公园[SEP]只能中午去啦，平时去感觉好冷呢	今日天气
本地生活景点[SEP]吉林省白城市[SEP]在家闷了好久，想出去走走呢[SEP]白城市的公园[SEP]只能中午去啦，平时去感觉好冷呢[SEP]今日天气[SEP]是呀，那天穿的有点少，出去买菜，给我冻到了	不检索
本地生活景点[SEP]吉林省白城市[SEP]在家闷了好久，想出去走走呢[SEP]白城市的公园[SEP]只能中午去啦，平时去感觉好冷呢[SEP]今日天气[SEP]是呀，那天穿的有点少，出去买菜，给我冻到了[SEP]不检索[SEP]没感冒，回来喝了姜糖水，暖身子	喝姜糖水的额好处
本地生活景点[SEP]吉林省白城市[SEP]在家闷了好久，想出去走走呢[SEP]白城市的公园[SEP]只能中午去啦，平时去感觉好冷呢[SEP]今日天气[SEP]是呀，那天穿的有点少，出去买菜，给我冻到了[SEP]不检索[SEP]没感冒，回来喝了姜糖水，暖身子[SEP]喝姜糖水的额好处[SEP]嗯，所以我还是中午趁着有太阳的时候去逛逛	不检索
时尚穿搭[SEP]广东省中山市[SEP]最近好多人穿马丁靴呀，我的舍友都买了。	马丁靴
时尚穿搭[SEP]广东省中山市[SEP]最近好多人穿马丁靴呀，我的舍友都买了。[SEP]马丁靴[SEP]对呀，感觉像是朋克风格，就是不知道搭配什么样的裤子好看。	马丁靴搭配裤子
时尚穿搭[SEP]广东省中山市[SEP]最近好多人穿马丁靴呀，我的舍友都买了。[SEP]马丁靴[SEP]对呀，感觉像是朋克风格，就是不知道搭配什么样的裤子好看。[SEP]马丁靴搭配裤子[SEP]感觉工装裤和铅笔裤会合适一些。	不检索
时尚穿搭[SEP]广东省中山市[SEP]最近好多人穿马丁靴呀，我的舍友都买了。[SEP]马丁靴[SEP]对呀，感觉像是朋克风格，就是不知道搭配什么样的裤子好看。[SEP]马丁靴搭配裤子[SEP]感觉工装裤和铅笔裤会合适一些。[SEP]不检索[SEP]不过马丁靴好贵呀，一双就要几百块钱。	马丁靴价格贵
时尚穿搭[SEP]广东省中山市[SEP]最近好多人穿马丁靴呀，我的舍友都买了。[SEP]马丁靴[SEP]对呀，感觉像是朋克风格，就是不知道搭配什么样的裤子好看。[SEP]马丁靴搭配裤子[SEP]感觉工装裤和铅笔裤会合适一些。[SEP]不检索[SEP]不过马丁靴好贵呀，一双就要几百块钱。[SEP]马丁靴价格贵[SEP]我要开始攒钱了！买鞋子！	不检索
泛娱乐演员白敬亭[SEP]辽宁省营口市[SEP]我最近在看《开端》，白敬亭主演的，你认识白敬亭吗？	白敬亭
泛娱乐演员白敬亭[SEP]辽宁省营口市[SEP]我最近在看《开端》，白敬亭主演的，你认识白敬亭吗？[SEP]白敬亭[SEP]我非常喜欢他，以前我还不太认识他，看了《开端》非常喜欢。	不检索
泛娱乐演员白敬亭[SEP]辽宁省营口市[SEP]我最近在看《开端》，白敬亭主演的，你认识白敬亭吗？[SEP]白敬亭[SEP]我非常喜欢他，以前我还不太认识他，看了《开端》非常喜欢。[SEP]不检索[SEP]我没看过《明星大侦探》，很好看吗？	《明星大侦探》
泛娱乐演员白敬亭[SEP]辽宁省营口市[SEP]我最近在看《开端》，白敬亭主演的，你认识白敬亭吗？[SEP]白敬亭[SEP]我非常喜欢他，以前我还不太认识他，看了《开端》非常喜欢。[SEP]不检索[SEP]我没看过《明星大侦探》，很好看吗？[SEP]《明星大侦探》[SEP]里面是不是也有张若昀？	不检索
泛娱乐演员白敬亭[SEP]辽宁省营口市[SEP]我最近在看《开端》，白敬亭主演的，你认识白敬亭吗？[SEP]白敬亭[SEP]我非常喜欢他，以前我还不太认识他，看了《开端》非常喜欢。[SEP]不检索[SEP]我没看过《明星大侦探》，很好看吗？[SEP]《明星大侦探》[SEP]里面是不是也有张若昀？[SEP]不检索[SEP]我听说过，我很喜欢张若昀，他非常帅气。	张若昀
泛娱乐演员白敬亭[SEP]辽宁省营口市[SEP]我最近在看《开端》，白敬亭主演的，你认识白敬亭吗？[SEP]白敬亭[SEP]我非常喜欢他，以前我还不太认识他，看了《开端》非常喜欢。[SEP]不检索[SEP]我没看过《明星大侦探》，很好看吗？[SEP]《明星大侦探》[SEP]里面是不是也有张若昀？[SEP]不检索[SEP]我听说过，我很喜欢张若昀，他非常帅气。[SEP]张若昀[SEP]我超级喜欢看《无心法师》，张显宗我牙疼。这句话我看了很多遍。	不检索
学习工作就业[SEP]辽宁省本溪市[SEP]我想当一名记者	当记者
学习工作就业[SEP]辽宁省本溪市[SEP]我想当一名记者[SEP]当记者[SEP]我就是很喜欢记者这个职业，因为喜欢，所以想去当一名记者！你知道当记者还需要什么吗	当记者
学习工作就业[SEP]辽宁省本溪市[SEP]我想当一名记者[SEP]当记者[SEP]我就是很喜欢记者这个职业，因为喜欢，所以想去当一名记者！你知道当记者还需要什么吗[SEP]当记者[SEP]哇，受教了，从现在开始我会慢慢积累我的见识，还有呢还有呢	当记者
学习工作就业[SEP]辽宁省本溪市[SEP]我想当一名记者[SEP]当记者[SEP]我就是很喜欢记者这个职业，因为喜欢，所以想去当一名记者！你知道当记者还需要什么吗[SEP]当记者[SEP]哇，受教了，从现在开始我会慢慢积累我的见识，还有呢还有呢[SEP]当记者[SEP]哇，你懂的好多，你是记者吗	不检索
学习工作就业[SEP]辽宁省本溪市[SEP]我想当一名记者[SEP]当记者[SEP]我就是很喜欢记者这个职业，因为喜欢，所以想去当一名记者！你知道当记者还需要什么吗[SEP]当记者[SEP]哇，受教了，从现在开始我会慢慢积累我的见识，还有呢还有呢[SEP]当记者[SEP]哇，你懂的好多，你是记者吗[SEP]不检索[SEP]好羡慕啊，我也想有个当记者的家人	不检索
时尚穿搭[SEP]内蒙古自治区鄂尔多斯市[SEP]开始学习穿搭！穿衣服有什么颜色搭配讲究小技巧！	穿搭颜色搭配
时尚穿搭[SEP]内蒙古自治区鄂尔多斯市[SEP]开始学习穿搭！穿衣服有什么颜色搭配讲究小技巧！[SEP]穿搭颜色搭配[SEP]那浅蓝色的牛仔裙配什么上衣好啊	浅蓝色的牛仔裙配什么上衣
时尚穿搭[SEP]内蒙古自治区鄂尔多斯市[SEP]开始学习穿搭！穿衣服有什么颜色搭配讲究小技巧！[SEP]穿搭颜色搭配[SEP]那浅蓝色的牛仔裙配什么上衣好啊[SEP]浅蓝色的牛仔裙配什么上衣[SEP]那我想气质一点哈哈哈，浅卡其色上衣就很好看！	不检索
时尚穿搭[SEP]内蒙古自治区鄂尔多斯市[SEP]开始学习穿搭！穿衣服有什么颜色搭配讲究小技巧！[SEP]穿搭颜色搭配[SEP]那浅蓝色的牛仔裙配什么上衣好啊[SEP]浅蓝色的牛仔裙配什么上衣[SEP]那我想气质一点哈哈哈，浅卡其色上衣就很好看！[SEP]不检索[SEP]那白色卫衣搭什么下装好点	白色卫衣搭什么下装
时尚穿搭[SEP]内蒙古自治区鄂尔多斯市[SEP]开始学习穿搭！穿衣服有什么颜色搭配讲究小技巧！[SEP]穿搭颜色搭配[SEP]那浅蓝色的牛仔裙配什么上衣好啊[SEP]浅蓝色的牛仔裙配什么上衣[SEP]那我想气质一点哈哈哈，浅卡其色上衣就很好看！[SEP]不检索[SEP]那白色卫衣搭什么下装好点[SEP]白色卫衣搭什么下装[SEP]我也觉得黑白配很好看	不检索
本地生活美食[SEP]安徽省阜阳市[SEP]我明天将去北京出差了	不检索
